abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,base_total,capture_rate,classfication,defense,experience_growth,height_m,hp,japanese_name,name,percentage_male,pokedex_number,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation,is_legendary
445,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,82,5120,70,452,32,522,64,800000,1.0,71,72,538,24.6,432,64,59,112,13,1,43.8,4,0
202,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,30,6400,70,285,2,38,50,800000,0.2,45,414,106,50.0,433,65,50,45,15,1,0.6,4,0
380,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,63,5120,70,329,18,462,47,1000000,0.4,63,672,668,50.0,434,41,41,74,14,3,19.2,4,0
380,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,93,5120,70,479,29,462,67,1000000,1.0,103,673,628,50.0,435,71,61,84,14,3,38.0,4,0
201,1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0,24,5120,70,300,21,67,86,1000000,0.5,57,142,69,50.0,436,24,86,23,17,16,60.5,4,0
201,1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0,89,5120,70,500,34,66,116,1000000,1.3,67,143,68,50.0,437,79,116,33,17,16,187.0,4,0
392,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,80,5120,70,290,21,60,95,1000000,0.5,50,734,61,50.0,438,10,45,10,16,1,15.0,4,0
360,1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,25,6400,70,310,7,331,45,1000000,0.6,20,441,440,50.0,439,70,90,60,15,6,13.0,4,0
230,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,10240,140,220,5,377,5,800000,0.6,100,594,288,0.0,440,15,65,30,13,1,24.4,4,0
193,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,65,5120,35,411,23,346,45,1059860,0.5,76,584,97,50.0,441,92,42,91,13,9,1.9,4,0
276,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0,1.0,92,7680,70,485,1,195,108,1000000,1.0,50,472,653,50.0,442,92,108,35,9,3,108.0,4,0
325,1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0,70,10240,70,300,26,279,45,1250000,0.7,58,196,247,50.0,443,40,45,42,3,12,20.5,4,0
325,1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0,90,10240,70,410,26,85,65,1250000,1.4,68,205,236,50.0,444,50,55,82,3,12,56.0,4,0
325,1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0,170,10240,70,700,26,313,115,1250000,1.9,108,206,240,50.0,445,120,95,92,3,12,95.0,4,0
261,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,85,10240,70,390,27,40,40,1250000,0.6,135,243,456,88.1,446,40,85,5,13,1,105.0,4,0
377,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,70,6400,70,285,32,162,40,1059860,0.7,40,634,565,88.1,447,35,40,60,6,1,20.2,4,0
376,0.25,0.5,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,2.0,0.5,0.5,0.0,1.0,0.25,0.5,1.0,145,6400,70,625,26,18,88,1059860,1.2,70,419,383,88.1,448,140,70,112,6,18,54.0,4,0
322,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,72,7680,70,330,6,238,78,1250000,0.8,68,286,299,50.0,449,38,42,32,11,1,49.5,4,0
322,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,112,7680,70,525,29,232,118,1250000,2.0,108,322,300,50.0,450,68,72,47,11,1,300.0,4,0
9,0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0,50,5120,70,330,2,432,90,1250000,0.8,40,653,626,50.0,451,30,55,65,14,2,12.0,4,0
9,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,90,5120,70,500,26,356,110,1250000,1.3,70,152,171,50.0,452,60,75,95,14,3,61.5,4,0
4,0.25,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,0.5,2.0,1.0,1.0,0.5,4.0,0.5,1.0,1.0,61,2560,100,300,6,535,40,1000000,0.7,48,254,133,50.0,453,61,40,50,14,7,23.0,4,0
4,0.25,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,0.5,2.0,1.0,1.0,0.5,4.0,0.5,1.0,1.0,106,5120,70,490,32,535,65,1000000,1.3,83,148,714,50.0,454,86,65,85,14,7,44.4,4,0
202,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,100,6400,70,454,15,73,72,1250000,1.4,74,505,83,50.0,455,90,72,46,10,1,27.0,4,0
428,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,49,5120,70,330,14,578,56,600000,0.4,49,348,216,50.0,456,49,61,66,18,1,7.0,4,0
428,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,69,5120,70,460,32,350,76,600000,1.2,69,520,386,50.0,457,69,86,91,18,1,24.0,4,0
429,0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,20,6400,70,345,20,275,50,1250000,1.0,45,693,414,50.0,458,60,120,50,18,9,65.0,4,0
357,2.0,1.0,1.0,0.5,1.0,2.0,4.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,2.0,2.0,0.5,62,5120,70,334,2,205,50,1250000,1.0,60,783,643,50.0,459,62,60,40,10,13,50.5,4,0
357,2.0,1.0,1.0,0.5,1.0,2.0,4.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,2.0,2.0,0.5,132,5120,70,594,29,205,105,1250000,2.2,90,785,1,50.0,460,132,105,30,10,13,135.5,4,0
279,2.0,0.5,1.0,1.0,2.0,4.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.0,2.0,2.0,1.0,120,5120,35,510,26,453,65,1059860,1.1,70,444,766,50.0,461,45,85,125,2,13,34.0,4,0
216,0.5,1.0,0.5,0.5,0.5,2.0,2.0,0.25,1.0,0.5,4.0,0.5,0.5,0.0,0.5,0.5,0.25,1.0,70,5120,70,535,23,315,115,1000000,1.2,70,310,405,50.0,462,130,90,60,4,18,180.0,4,0
251,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,85,5120,70,515,23,290,95,1000000,1.7,110,53,369,50.0,463,80,95,50,13,1,140.0,4,0
205,1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,140,5120,70,535,23,151,130,1250000,2.4,115,155,563,50.0,464,55,55,40,11,17,282.8,4,0
34,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,100,5120,70,535,23,556,125,1000000,2.0,100,487,687,50.0,465,110,50,50,10,1,128.6,4,0
223,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,123,6400,70,540,23,521,67,1000000,1.8,75,168,193,75.4,466,95,85,95,4,1,138.6,4,0
87,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,95,6400,70,540,23,50,67,1000000,1.6,75,64,402,75.4,467,125,95,83,7,1,68.0,4,0
122,0.25,0.5,0.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,0.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,50,2560,70,545,23,268,95,800000,1.5,85,711,703,88.1,468,120,115,80,5,9,38.0,4,0
366,0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,76,5120,70,515,23,355,86,1000000,1.9,86,458,789,50.0,469,116,56,95,1,9,51.5,4,0
196,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,110,8960,35,525,26,553,130,1000000,1.0,65,410,365,88.1,470,60,65,95,10,1,25.5,4,0
354,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,60,8960,35,525,26,203,110,1000000,0.8,65,230,251,88.1,471,130,95,65,12,1,25.9,4,0
133,0.5,1.0,1.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,4.0,1.0,0.5,1.0,1.0,1.0,2.0,95,5120,70,510,23,174,125,1059860,2.0,75,233,255,50.0,472,45,75,95,11,9,42.5,4,0
240,1.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,130,5120,70,530,27,549,80,1250000,2.5,110,439,408,50.0,473,70,60,80,12,12,291.0,4,0
1,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,80,5120,70,535,23,557,70,1000000,0.9,85,603,528,50.0,474,135,75,90,13,1,34.0,4,0
378,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,165,5120,35,618,26,48,95,1250000,1.6,68,181,237,100.0,475,65,115,110,15,7,52.0,4,0
389,0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,55,5120,70,525,29,110,145,1000000,1.4,60,114,533,50.0,476,75,150,40,16,18,340.0,4,0
275,0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,100,6400,35,525,26,222,135,800000,2.2,45,778,184,50.0,477,65,135,45,9,1,106.6,4,0
353,0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,0.5,0.0,0.5,1.0,2.0,2.0,1.0,80,5120,70,480,32,472,70,1000000,1.3,70,784,233,0.0,478,80,70,110,12,10,26.6,4,0
202,0.5,2.0,1.0,0.5,1.0,0.0,1.0,0.5,2.0,1.0,2.0,1.0,0.0,0.5,1.0,1.0,0.5,1.0,65,5120,70,520,26,374,107,1000000,0.3,50,638,570,50.0,479,105,107,86,4,10,0.3,4,0
202,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,75,20480,140,580,22,277,130,1250000,0.3,75,789,737,50.0,480,75,130,95,15,1,0.3,4,1
202,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,105,20480,140,580,22,165,105,1250000,0.3,80,174,429,50.0,481,105,105,80,15,1,0.3,4,1
202,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,125,20480,140,580,22,574,70,1250000,0.3,75,8,32,50.0,482,125,70,115,15,1,0.3,4,1
285,0.5,1.0,1.0,0.5,1.0,2.0,1.0,0.5,1.0,0.25,2.0,1.0,0.5,0.0,0.5,0.5,0.5,0.5,120,30720,0,680,22,514,120,1250000,5.4,100,129,158,50.0,483,150,100,90,17,4,683.0,4,1
285,1.0,1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.25,120,30720,0,680,22,479,100,1250000,4.2,90,575,487,50.0,484,150,120,100,18,4,336.0,4,1
90,0.25,1.0,0.5,1.0,0.25,2.0,1.0,0.5,1.0,0.25,4.0,0.25,0.5,0.0,0.5,1.0,0.25,2.0,90,2560,100,600,22,284,106,1250000,1.7,91,273,294,50.0,485,130,106,77,7,18,430.0,4,1
352,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,160,30720,0,670,22,108,110,1250000,3.7,110,628,554,50.0,486,80,110,100,13,1,420.0,4,1
284,0.5,2.0,2.0,0.5,2.0,0.0,0.5,1.0,2.0,0.5,1.0,2.0,0.0,0.5,1.0,1.0,1.0,0.5,120,30720,0,680,22,404,100,1250000,4.5,150,229,250,50.0,487,120,100,90,9,4,750.0,4,1
202,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,70,30720,100,600,22,311,120,1250000,1.5,120,107,132,0.0,488,75,130,85,15,1,85.6,4,1
127,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,80,10240,70,480,23,440,80,1250000,0.4,80,589,506,50.0,489,80,80,80,18,1,3.1,4,0
127,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,100,2560,70,600,22,446,100,1250000,0.3,100,440,409,50.0,490,100,100,100,18,1,1.4,4,1
7,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,90,30720,0,600,22,372,90,1250000,1.5,70,116,142,50.0,491,135,90,125,2,1,50.5,4,1
232,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,103,30720,100,600,26,221,75,1059860,0.2,100,655,603,50.0,492,120,75,127,10,11,2.1,4,1
224,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,120,30720,0,720,22,3,120,1250000,3.2,120,24,20,50.0,493,120,120,120,13,1,320.0,4,1
462,1.0,2.0,1.0,1.0,0.5,0.5,0.5,1.0,2.0,0.5,2.0,0.5,1.0,1.0,0.5,2.0,0.5,2.0,100,30720,100,600,22,555,100,1250000,0.4,100,743,748,50.0,494,100,100,100,15,8,4.0,5,1
245,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,45,5120,70,308,26,219,55,1059860,0.6,45,721,640,88.1,495,45,55,63,10,1,8.1,5,0
245,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,60,5120,70,413,26,219,75,1059860,0.8,60,309,599,88.1,496,60,75,83,10,1,16.0,5,0
245,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,75,5120,70,528,26,402,95,1059860,3.3,75,308,598,88.1,497,75,95,113,10,1,63.0,5,0
24,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,63,5120,70,308,26,180,45,1059860,0.5,65,599,696,88.1,498,45,45,45,7,1,9.9,5,0
24,0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0,93,5120,70,418,26,180,55,1059860,1.0,90,83,512,88.1,499,70,55,55,7,7,55.5,5,0
21,0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0,123,5120,70,528,26,323,65,1059860,1.6,110,175,198,88.1,500,100,65,65,7,7,150.0,5,0
455,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,55,5120,70,308,26,443,45,1059860,0.5,55,471,485,88.1,501,63,45,45,18,1,5.9,5,0
455,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,75,5120,70,413,26,142,60,1059860,0.8,75,202,155,88.1,502,83,60,60,18,1,24.5,5,0
455,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,100,5120,70,528,26,197,85,1059860,1.5,95,113,577,88.1,503,108,70,70,18,1,94.6,5,0
314,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,55,3840,70,255,21,433,39,1000000,0.5,45,478,498,50.0,504,35,39,42,13,1,11.6,5,0
139,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,85,5120,70,420,21,308,69,1000000,1.1,60,483,765,50.0,505,60,69,77,13,1,27.0,5,0
465,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,60,3840,70,275,21,399,45,1059860,0.4,45,779,374,50.0,506,25,45,55,13,1,4.1,5,0
167,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,80,3840,70,370,2,310,65,1059860,0.9,65,277,298,50.0,507,35,65,60,13,1,14.7,5,0
167,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,110,3840,70,500,26,44,90,1059860,1.2,85,493,665,50.0,508,45,90,80,13,1,61.0,5,0
211,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,50,5120,70,281,21,137,37,1000000,0.4,41,95,537,50.0,509,50,37,66,2,1,10.1,5,0
211,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,88,5120,70,446,34,121,50,1000000,1.1,64,411,371,50.0,510,88,50,106,2,1,37.5,5,0
105,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,53,5120,70,316,14,217,48,1000000,0.6,50,769,493,88.1,511,53,48,64,10,1,10.5,5,0
105,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,98,5120,70,498,32,516,63,1000000,1.1,75,768,620,88.1,512,98,63,101,10,1,30.5,5,0
103,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,53,5120,70,316,14,237,48,1000000,0.6,50,45,494,88.1,513,53,48,64,7,1,11.0,5,0
103,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,98,5120,70,498,32,163,63,1000000,1.0,75,44,621,88.1,514,98,63,101,7,1,28.0,5,0
106,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,53,5120,70,316,14,488,48,1000000,0.6,50,292,492,88.1,515,53,48,64,18,1,13.5,5,0
106,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,98,5120,70,498,32,212,63,1000000,1.0,75,291,619,88.1,516,98,63,101,18,1,29.0,5,0
98,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,25,2560,70,292,14,150,45,800000,0.6,76,503,457,50.0,517,67,55,24,15,1,23.3,5,0
98,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,55,2560,70,487,32,152,85,800000,1.1,116,504,459,50.0,518,107,95,29,15,1,60.5,5,0
16,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,55,3840,70,264,21,528,50,1059860,0.3,50,438,511,50.0,519,36,30,43,13,9,2.1,5,0
16,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,77,3840,70,358,2,573,62,1059860,0.6,62,271,715,50.0,520,50,42,65,13,9,15.0,5,0
16,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,115,3840,70,488,26,394,80,1059860,1.2,80,353,734,50.0,521,65,55,93,13,9,29.0,5,0
203,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,60,5120,70,295,14,161,32,1000000,0.8,45,661,59,50.0,522,50,32,76,4,1,29.8,5,0
203,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,100,5120,70,497,32,521,63,1000000,1.6,75,792,794,50.0,523,80,63,116,4,1,79.5,5,0
397,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,75,3840,70,280,21,319,85,1059860,0.4,55,115,567,50.0,524,25,25,15,16,1,18.0,5,0
397,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,105,3840,70,390,2,359,105,1059860,0.9,70,214,60,50.0,525,50,40,20,16,1,102.0,5,0
393,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,135,3840,70,515,26,111,130,1059860,1.7,85,225,248,50.0,526,60,80,25,16,1,260.0,5,0
460,1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,45,3840,70,323,14,31,43,1000000,0.4,65,386,779,50.0,527,55,43,72,15,9,2.1,5,0
460,1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,57,3840,70,425,26,119,55,1000000,0.9,67,378,682,50.0,528,77,55,114,15,9,10.5,5,0
321,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,85,5120,70,328,2,336,40,1000000,0.3,60,486,175,50.0,529,30,45,68,11,1,8.5,5,0
321,0.5,1.0,0.5,0.0,0.5,2.0,2.0,0.5,1.0,1.0,2.0,1.0,0.5,0.0,0.5,0.25,0.5,2.0,135,5120,70,508,29,501,60,1000000,0.7,110,154,205,50.0,530,50,65,88,11,18,40.4,5,0
117,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,60,5120,70,545,21,231,126,800000,1.1,103,690,28,50.0,531,80,126,50,13,1,31.0,5,0
113,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,80,5120,70,305,13,344,55,1059860,0.6,75,145,700,75.4,532,25,35,35,6,1,12.5,5,0
113,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,105,5120,70,405,34,344,85,1059860,1.2,85,156,284,75.4,533,40,50,40,6,1,40.0,5,0
113,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,140,5120,70,505,26,344,95,1059860,1.4,105,639,121,75.4,534,55,65,45,6,1,87.0,5,0
418,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,50,5120,70,294,21,512,40,1059860,0.5,50,573,725,50.0,535,50,40,64,18,1,4.5,5,0
418,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,65,5120,70,384,2,554,55,1059860,0.8,75,209,489,50.0,536,65,55,69,18,12,17.0,5,0
421,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,95,5120,70,509,26,554,75,1059860,1.5,105,210,596,50.0,537,85,75,74,18,12,62.0,5,0
108,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,100,5120,70,465,26,269,85,1000000,1.3,120,507,698,100.0,538,30,85,45,6,1,55.5,5,0
388,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,125,5120,70,465,26,271,75,1000000,1.4,75,112,582,100.0,539,30,75,85,6,1,51.0,5,0
